marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
US,17866289,R31K70PZYKP456,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Good for the price,"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",31/08/2015,0
US,13443121,R1ME7QUMA7VEU2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,N,Okay,"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",31/08/2015,0
US,27958433,R1Z362DKECOPMA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,"The screen is too dark, and cannot adjust it","The screen is too dark, and cannot adjust the brightness",31/08/2015,0
US,42925795,R34KLL8U89EDIV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,not big fan,"I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing... then a nother one... and still nothing , i started to set up the device at 8.30 am and by 11.20 am i was fed up with it.. i had to step away.... after about 5 hours we went shopping and at the mall i recieved about 4 codes from amazon ....",31/08/2015,0
US,39466736,R3PZUZS3H4JEE7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Alexa show,he asked itquestions and answers were unknown and could not help me,31/08/2015,0
US,11447843,R8OPOT8P656XZ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,The promotional price was very good. I was worried as my last android device ...,"Just got it.  The promotional price was very good.  I was worried as my last android device was a real turkey.  My main purpose for this was as a reader .  It downloaded everything fairly fast and with no problems, from my Overdrive app.  I really need it for traveling.  It's a perfect size  The screen resolution if great.  I am not sure of the sound quality yet, but it expect it to be as good as most apple phones.  Amazon really bends over backwards to keep it's prime customers happy.  I really appreciate the good service.",31/08/2015,1
US,1879148,R1G87YG68LE5PX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,YouTube no longer works,Purchased this device at launch (2 pack for $384.xx) and now YouTube doesn't work. YouTube was one of the main features that I used. Without YouTube you'll be better off buying the $40 Echo Dot instead.,31/08/2015,0
US,28045926,R3C45ONZ6HK8O,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,Pass,"I waited a couple months to review giving Amazon time to make this product equal to the SONY Dash from nearly a decade ago, it isn't the screen provides nothing of value and you can't turn of amazon tips! you have near zero customization can't even move the clock to the other side of the screen. And something that a sony dash did nearly 10 years ago pandora or prime music as an alarm! seriously this is the biggest fail! Run away from this half baked Amazon disaster!",31/08/2015,0
US,21383838,RSCHWRFOYD08E,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Highly Recommend,"I really like using this HD display. I have not used all its features yet, but what I have used I live.",31/08/2015,1
US,1740449,R2FUAPSCUOV5R7,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Everything I expected and more. Have already gotten hours ...,"Everything I expected and more. Have already gotten hours of entertainment and information. So much easier to read from, than paperbacks especially on vacation.",31/08/2015,1
US,30532922,R1AKNJIJ586BJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,1,1,N,Y,Three Stars,Its a nice tablet but I was disappointed to see that they deliberately made using Chromecast impossible,31/08/2015,0
US,27630491,R110DOQO7CLFQU,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,1,N,N,Don't waste your money on this tablet,"Don't waste your money buying a kindle fire hd 7&#34;. You'll do 100 better buying any other tablet on the market. The Kindle is limited by Amazon and purposely doesn't allow downloads of apps that aren't on Amazon market place.  This tablet has soooo many problems !! AS in :  slow connection to internet, NO connection to internet possible much of the time, slow or no connection to videos, games, etc. NO support!!! Just reading other problems from other owners.  So, do yourself a huge favor and buy ANYTHING ELSE!!!  Mine was a gift from my well-meaning son.",31/08/2015,0
US,38564384,RJ1E1QJHFRSAP,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,Same sloppy OS same glitches still no flash compatability...,"Still just as slow and glitchy as the first edition fire. Still not flash compatible which renders the browser useless. Freezes constantly, crap battery life and regularly occuring issues with loading the page you were on last.  Incredibly disappointing.",31/08/2015,0
US,28756501,R14NQK09ZDCN1R,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,"I love it, I just wish I could download books ...","I love it, I just wish I could download books without having internet service like I could with my keyboard Kindle.",31/08/2015,1
US,42640645,RLX9JP0AF8QL9,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Doesn't have as much space as I thought it has.,31/08/2015,0
US,9326215,R1H267N5WIK5RQ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent device. HD is top notch. Sound is great. Would definately recommend Fire HD,31/08/2015,1
US,47999085,R2LFCJUVDIUDM2,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Just have to learn how to use,31/08/2015,0
US,38049708,RNFFGDP2PAS89,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love My Kindle,I finally gave in a replaced my Paperwhite with a Fire. I really loved my Paperwhite and I think I'm going to love this as well. I use it every day and I get a little upset when I accidentally leave it at home and I don't have it with me.  This is one of the best purchases I've made for myself.,31/08/2015,1
US,13951130,RIEWNO8Z8I1J5,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Great product!,We've bought several for family members!,31/08/2015,1
US,49091241,R2MF6AOUOVGORH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,N,"Won't stay connected to the WiFi, am having to ...","Won't stay connected to the WiFi, am having to constantly log in no matter where I am (public, home, etc).",31/08/2015,0
US,768594,R1GXMSUUFVENK4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,1,N,Y,The unit came with NO directions of use of any ...,The unit came with NO directions of use of any kind.  Don't know how to use it.  Guess I will have to buy a kindle.,31/08/2015,0
US,27325735,R25OU3I37Y1H8Y,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Good for kids,Overall it's good for the kids.  I don't take advantage of all the things it can do.  But some things are confusing like how apps are loaded and then given to other profiles.  Each app uses space and must be loaded to each profile.  So for me the same app is taking up space 3 places for each profile.  And if you delete an app from the main profile it does not delete from the others.  And for the kids profile I can seem to get it removed at all!  It's not in the device screen but still shows in settings-it's really confusing.,31/08/2015,1
US,111804,R2CSFZRDSZJVOT,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,A good purchase.,Does everything I wanted it to do.,31/08/2015,1
US,12223745,R1LDGPAS333WJO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,how did I ever get along without this.,"It works so well, and fast! Not using it much yet until case comes in for fear of scratching fab display!",31/08/2015,1
US,53092087,RISQLKYZ70X5Z,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Good value but the operating system is a little buggy. It periodically crashes and requires rebooting.,31/08/2015,0
US,47562014,R223GR8AVSH0AV,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,More trouble that it's worth (prefer the older model Kindle Fire),"I find that is not as easy to use as my regular Kindle Fire.  When I am reading the kindle it freezes up (because you hold it on the side).  Also you have to get out of it to brighten or darken your text that you are reading.  Lastly, the advertisements that come up every time you turn the HD Kindle Fire on are annoying.",31/08/2015,0
US,44804726,R36A36RBG7H4KH,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,Great quality...,"Returned.  Prefer a more open android tablet.  As far as quality...it is Amazon and they never disappoint.  So, if you are a strict Amazonian - this tablet is for you.<br /><br />The 2 stars are personal choice, not quality.",30/08/2015,0
US,40762084,R3S8AYV78RCIWQ,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it! Convenient and use the library to download ...,Love it!  Convenient and use the library to download books!  Should have done this a long time ago!,30/08/2015,1
US,6172621,RIWQM94XCZJPO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Excellent sound. I love my new Kindle Fire HD,This generation has perfected the placement of all the ports. Very fast operation. Excellent sound. I love my new Kindle Fire HD!!,30/08/2015,1
US,34638758,R1DTNPBG41YBYJ,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Can't personalize or connect with google.,30/08/2015,0
US,32265733,R3IKJKT1409WWT,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I love,It was a gift and  much appreciated.  I love it,30/08/2015,1
US,28153258,R1V2XEV53DGGSO,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Nothing Short of Amazing.,"The sound is amazing. The video is the best. I don't bother watching the news on the television anymore, I go straight to my Kindle Fire.",30/08/2015,1
US,23890478,RFG5NZAUSNTA9,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Great for ebooks,"This is the first real tablet I've used with any success. I was once given a ProntoTec 7&#34; tablet and it was so useless, I was put off on tablets altogether. But the Kindle Fire actually works, and works well. It's quick, responds accurately to my touch, and makes an excellent Kindle ebook reader. I've been reading like crazy since I got it. It also performs fine for simple things like checking email and getting notices from my gmail calendar. For other uses, like games, or anything that involves text input, I'd rather be at my desktop with a big screen and good keyboard. That's not a knock on the Fire, it's just my preference. The point is that I haven't been downloading apps and using them. Other than sitting in my easy chair and reading, I can't think of anything I'd rather do on a tablet than on a desktop PC.<br /><br />I once read that Amazon sells the Kindles at below cost in the hope the buyers will spend money on the books, movies, videos, subscription services, etc. I don't know if that is true, but really, a tablet isn't of any value without the content, so any review of the Kindle Fire must address that. I have enjoyed my free trials of both Amazon Prime and Kindle Unlimited (KU). Both are paid services that give you privileges and &#34;free&#34; stuff (that you are paying for with your subscription). I have decided to cancel both at the end of the free trial period next week. I'm not saying they aren't worth it. I've found a couple of good TV series on Amazon Prime (Bosch, Sneaky Pete) and read some good books from KU. But after checking my reading wish list against the KU offerings, I find that most of them are available on Kindle for money, but are not in the KU or Prime catalog. So I would still have to pay for them. Similarly, the best movies on Amazon video are not included in Prime. So despite paying for these free downloads and streams through the subscription, I'd still pay full retail on top of that. I don't see the point of the subscriptionif that holds true. I've downloaded the Overdrive app so I can get some of these ebooks from my local library. I'll try that for awhile. I'll also check out the free books that are always being offered on Amazon and see how good or bad they are. I may go back to KU after I've compared that experience. And I may just start buying Kindle books without the subscriptions services. I really like the Kindle for book reading.<br /><br />Your needs and tastes may vary. I just urge you to consider how you're going to use the Kindle. The Fire does not allow access to the Google app store downloads. You have to get your apps from Amazon's store. Many are free, but you can't necessarily get the ones you would like that are available for Android phones and tablets. Also, this model is wi-fi only, so it's not connected using the cell service data plans. That works for me because I don't take it out of the house, but you may want to spring for something more expensive if you need to be always connected.",30/08/2015,1
US,21087083,R20SJL33XBJDTG,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Great!,30/08/2015,1
US,9852950,R2WAIRGEM0LS38,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle is the way to go.,"Kindle is like a little computer that is lite to carry n your pocketbook n take with u everywhere.  The site comes n clear n safe. I use this device, more than my laptop. I can't wait to explore what else it has to offer.",30/08/2015,1
US,15483840,R3K8565SSEPAA7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,I like everything about it except that I don't think the ...,I like everything about it except that I don't think the battery lasts as long as my other one did.,30/08/2015,1
US,29719540,R28A6S3NNTWKSS,B00KC6XV58,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"Five Stars, only one request to make it easier to exit full screen. ??",30/08/2015,1
US,25308587,R1C20D21ID5X0H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,It is so easy to use. Books are easy to read and I carry it everywhere with me.,30/08/2015,1
US,35030828,R307TUR35MOOET,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,"Love it, everything I wanted in a kindle","Love it , everything I wanted in a kindle",30/08/2015,1
US,16026873,R1RAJV1XG13NCD,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kind kindle,Great tablet from amazon love the new changes with HD and speed,30/08/2015,1
US,26448630,REWYNRABSBG08,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,in love,I have two. One for each of us. We both love them!!,30/08/2015,1
US,30494700,R199KXYSUDUN5D,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love my Kindle Fire HD,"This is my 3rd Kindle.  First was only for reading, 2nd was Kindle Fire which I really liked but did not have enough storage capacity so I got this Kindle Fire HD that has more storage than I'll need.  I have books and games on it and can use for anything I want on the internet. Great product!",30/08/2015,1
US,15957128,RW58GPVWA6STI,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Another great Kindle,My third kindle and I have loved them all. Kindle support sucks but the device rocks.,30/08/2015,1
US,32097408,R1M3RSOHPPPKOP,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,We have two kindle fires. The 7 and the ...,We have two kindle fires. The 7 and the 6. They will not connect to my WiFi and if I finally get them to connect it only lasts for a few minutes. I have tried everything to fix but nothing works. I will never buy another kindle fire... Amazon doesn't offer any help to fix the problem.,30/08/2015,0
US,40584038,R2L1BIB8WU0GHY,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,Bad sounding speakers!,My old kindle was actually a better one.The speakers on this one stink.sound is distorted and fuzzy at best.It sounds as if the speakers were blown from the day I got it.it's a fourth generation and if I had to buy again I wouldn't.,30/08/2015,0
US,35318032,R1ZHNJ3F5OOQQH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,Y,So far so good. Wanted a small reader that could also be ...,So far so good.  Wanted a small reader that could also be used to access my e-mail and this looks like it will fill the bill.  Will be able to travel and leave my laptop at home.  Love that it has a USB port.,30/08/2015,1
US,7096326,RK8SS6CAJMT6R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,One Star,"Bad assemble, barely works.",30/08/2015,0
US,46671395,R73EUCWR96U8R,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it,i lve this tablet. it was a little different to get used to but now I love it. Very clear screen. Nice to hold. Very Durable!,30/08/2015,1
US,109329,R3BW7RP9PISH4H,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,I like to use hard copy of instruction manuals but I ...,Cumbersome to use.  Ads pop up all the time.  Carousel hinders more than helps.  I like to use hard copy of instruction manuals but I cannot find a way to print one so ordered one.<br /><br />I think Amazon Prime is great.  The fire is an ok buy for the money.,30/08/2015,0
US,22560229,R3G2VF9JY5SPE9,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,i returned item,29/08/2015,0
US,17391623,R5QDPI4AM4FLS,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Not that great,Not that great. I bought for my granddaughters as a replacement and not big enough always saying delete out of room.Plus I thought it was all black like there old ones don't care for the white.,29/08/2015,0
US,12475876,R3C8U38A1RU7NL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,1,N,N,Highway ROBBERY!!!!!!,"My mother bought this and it started having problems 8 months after she bought it, well it quit working 8 days after the 1 year mark and they REFUSE to replace it (told us she has to pay for a replacement).  They said that they don't even fix their products...Why would you sell a product that you cannot repair.  Mom is on a fixed income and cannot afford to buy another one.  I have 4 different Kindle products at this moment and now will be getting rid of ALL of them and going to the Ipads (at least they fix their products)",29/08/2015,0
US,3646415,R1EEBTSX6EWZTB,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,I paid 157. 00 after the price with shipping ...,I paid 157.00 after the price with shipping and it is already giving me problems and I have not even had the item for a week...the Kindle will not stop freezing and the screen keeps going black... I am started to think I received a refurbished item because I should not be having these problems with the device this soon,29/08/2015,0
US,2977087,R2U7JV60EY1BV6,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Reading books it's ok but not a great tablet for all of the choices available on other ...,Very limited number of apps. Reading books it's ok but not a great tablet for all of the choices available on other devices.,29/08/2015,0
US,36367791,R1BSMMWBN373GR,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,One Star,Apps issue,29/08/2015,0
US,46771026,R2ZAL750H9KDT2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,good,"Like , this is my third one",29/08/2015,0
US,5086684,R1G07BTSJVSY25,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,The camera is poor. The downloads are easy,The camera is poor.  The downloads are easy.,28/08/2015,0
US,50203880,RRCC927GFAVRK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Cant beat the price for the quality,This is the 4th Kindle that I have purchased in the past couple of years as gifts.  Great tablet.  I got this one for my sister and she loves it.,28/08/2015,1
US,31800968,R2N4XQ3MW4RMLF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Great product for a very reasonable price,Great product for a very reasonable price.  I am amazed at all it can do.  I like the 7 inch screen for is more book-size for reading.  I can now look at magazines in color!  Thank you for developing such a wonderful gadget.,28/08/2015,1
US,29892002,R1BZGZJ1H85VA3,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Four Stars,"Love it, I'm not a techie gal, but having pretty loaded with all my info was great.",28/08/2015,1
US,12484323,R2AIP9DC0JOHLJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,There were a few features on my first Kindle Fire ...,There were a few features on my first Kindle Fire that I was unable to figure out on this one. It could be that I am not tech savvy.,28/08/2015,1
US,20613152,R11WY80BP3ISK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,KINDLE HD7,"Got it for my wife, she spends a lot of time on it, so far no complaints.  Amazon on the special sales day had it for $79, I tried to purchase then bought there were problems trying to put it in my cart, contacted Amazon explained situation and they sold it to me at sales price. GREAT OUTFIT.",28/08/2015,1
US,43585058,R1ZCBSXQQTO6QC,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,I'm having concerns about the volumn It goes all the ...,I'm having concerns about  the volumn  It goes all the down to a faint whisper after a short time in use. I'm going to use it to watch something at length and see if this continues.  If so I will return it for a new one. If this is necessary I will need a return label sent to me as I don't have a printer. Will be in touch.,28/08/2015,0
US,11723347,R8D1GQKP5D6YC,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,This Kindle is so much better than the one I bought 3 years ago,This Kindle is so much better than the one I bought 3 years ago. It's so much faster! Advice: get more GB. I'm having to decide what to keep and let go off my device.,28/08/2015,1
US,11954165,RO2YB3ZGTYRHL,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,N,I really like my fire HD 7,"I really like my fire HD 7! Luckily, I have not had one single issue with mine. I had a nook for many years and finally it started having problems. I hated to part with my nook because I had so many great books on it but I really wanted to try a kindle. I figured out how to download my nook books to my kindle and now I can read both my nook and kindle books anytime I want. LOVE LOVE LOVE!",28/08/2015,1
US,9750294,R3G2VVI8A6NXSJ,B00KC72CRU,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,it is amazing for reading,"Kindle has become my fav now, it is amazing for reading, browsing, movie. Only drawback I see is poor camera resolution but that's not its primary agenda anyways. This is a very good tablet for a low price.",28/08/2015,1
US,905137,R13VH10V67SKEO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Amazing Tablet!!!,This has amazing sound!!! The quality of this tablet is great!!! I love it alot more then I thought I would!! A great value!!!,28/08/2015,1
